
CIRCUIT ELEMENT POWER FLOW

(Power Flow into element from indicated Bus)
21BT      2        -0.2 +j     -0.2        0.3       0.8300
21BT      3        -0.2 +j     -0.2        0.3       0.8300
21BT      0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL    -0.7 +j     -0.5        0.8       0.8300

ELEMENT = "Transformer.TRAFO_23"
23        1         1.3 +j      0.9        1.5       0.8138
23        2         1.3 +j      0.9        1.5       0.8138
23        3         1.3 +j      0.9        1.5       0.8138
23        0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL     3.8 +j      2.7        4.6       0.8138
23BT      1        -1.3 +j     -0.9        1.5       0.8153
23BT      2        -1.3 +j     -0.9        1.5       0.8153
23BT      3        -1.3 +j     -0.9        1.5       0.8153
23BT      0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL    -3.8 +j     -2.7        4.6       0.8153

ELEMENT = "Transformer.TRAFO_25"
25        1         0.6 +j      0.4        0.8       0.8133
25        2         0.6 +j      0.4        0.8       0.8133
25        3         0.6 +j      0.4        0.8       0.8133
25        0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL     1.9 +j      1.3        2.3       0.8133
25BT      1        -0.6 +j     -0.4        0.8       0.8140
25BT      2        -0.6 +j     -0.4        0.8       0.8140
25BT      3        -0.6 +j     -0.4        0.8       0.8140
25BT      0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL    -1.9 +j     -1.3        2.3       0.8140

ELEMENT = "Transformer.TRAFO_26"
26        1         0.6 +j      0.4        0.8       0.8133
26        2         0.6 +j      0.4        0.8       0.8133
26        3         0.6 +j      0.4        0.8       0.8133
26        0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL     1.9 +j      1.3        2.3       0.8133
26BT      1        -0.6 +j     -0.4        0.8       0.8140
26BT      2        -0.6 +j     -0.4        0.8       0.8140
26BT      3        -0.6 +j     -0.4        0.8       0.8140
26BT      0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL    -1.9 +j     -1.3        2.3       0.8140

ELEMENT = "Transformer.TRAFO_27"
27        1         1.0 +j      0.7        1.2       0.8128
27        2         1.0 +j      0.7        1.2       0.8128
27        3         1.0 +j      0.7        1.2       0.8128
27        0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL     3.0 +j      2.2        3.7       0.8128
27BT      1        -1.0 +j     -0.7        1.2       0.8140
27BT      2        -1.0 +j     -0.7        1.2       0.8140
27BT      3        -1.0 +j     -0.7        1.2       0.8140
27BT      0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL    -3.0 +j     -2.2        3.7       0.8140

ELEMENT = "Transformer.TRAFO_28"
28        1         1.0 +j      0.7        1.2       0.8128
28        2         1.0 +j      0.7        1.2       0.8128
28        3         1.0 +j      0.7        1.2       0.8128
28        0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL     3.0 +j      2.2        3.7       0.8128
28BT      1        -1.0 +j     -0.7        1.2       0.8140
28BT      2        -1.0 +j     -0.7        1.2       0.8140
28BT      3        -1.0 +j     -0.7        1.2       0.8140
28BT      0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL    -3.0 +j     -2.2        3.7       0.8140

ELEMENT = "Transformer.TRAFO_32"
32        1         0.5 +j      0.4        0.7       0.8142
32        2         0.5 +j      0.4        0.7       0.8142
32        3         0.5 +j      0.4        0.7       0.8142
32        0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL     1.6 +j      1.1        2.0       0.8142
32BT      1        -0.5 +j     -0.4        0.7       0.8148
32BT      2        -0.5 +j     -0.4        0.7       0.8148
32BT      3        -0.5 +j     -0.4        0.7       0.8148
32BT      0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL    -1.6 +j     -1.1        2.0       0.8148

ELEMENT = "Transformer.TRAFO_33"
33        1         0.8 +j      0.5        0.9       0.8185
33        2         0.8 +j      0.5        0.9       0.8185
33        3         0.8 +j      0.5        0.9       0.8185
33        0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL     2.3 +j      1.6        2.8       0.8185
33BT      1        -0.8 +j     -0.5        0.9       0.8193
33BT      2        -0.8 +j     -0.5        0.9       0.8193
33BT      3        -0.8 +j     -0.5        0.9       0.8193
33BT      0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL    -2.3 +j     -1.6        2.8       0.8193

ELEMENT = "Transformer.TRAFO_34"
34        1         0.2 +j      0.2        0.3       0.8298
34        2         0.2 +j      0.2        0.3       0.8298
34        3         0.2 +j      0.2        0.3       0.8298
34        0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL     0.7 +j      0.5        0.8       0.8298
34BT      1        -0.2 +j     -0.2        0.3       0.8300
34BT      2        -0.2 +j     -0.2        0.3       0.8300
34BT      3        -0.2 +j     -0.2        0.3       0.8300
34BT      0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL    -0.7 +j     -0.5        0.8       0.8300

ELEMENT = "Transformer.TRAFO_27E"
27E       1         1.0 +j      0.7        1.2       0.8128
27E       2         1.0 +j      0.7        1.2       0.8128
27E       3         1.0 +j      0.7        1.2       0.8128
27E       0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL     3.0 +j      2.2        3.7       0.8128
27EBT     1        -1.0 +j     -0.7        1.2       0.8140
27EBT     2        -1.0 +j     -0.7        1.2       0.8140
27EBT     3        -1.0 +j     -0.7        1.2       0.8140
27EBT     0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL    -3.0 +j     -2.2        3.7       0.8140

ELEMENT = "Transformer.TRAFO_28E"
28E       1         1.0 +j      0.7        1.2       0.8128
28E       2         1.0 +j      0.7        1.2       0.8128
28E       3         1.0 +j      0.7        1.2       0.8128
28E       0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL     3.0 +j      2.2        3.7       0.8128
28EBT     1        -1.0 +j     -0.7        1.2       0.8140
28EBT     2        -1.0 +j     -0.7        1.2       0.8140
28EBT     3        -1.0 +j     -0.7        1.2       0.8140
28EBT     0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL    -3.0 +j     -2.2        3.7       0.8140

ELEMENT = "Transformer.TRAFO_66"
66        1         0.9 +j      0.7        1.1       0.8129
66        2         0.9 +j      0.7        1.1       0.8129
66        3         0.9 +j      0.7        1.1       0.8129
66        0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL     2.8 +j      2.0        3.4       0.8129
66BT      1        -0.9 +j     -0.7        1.1       0.8140
66BT      2        -0.9 +j     -0.7        1.1       0.8140
66BT      3        -0.9 +j     -0.7        1.1       0.8140
66BT      0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL    -2.8 +j     -2.0        3.4       0.8140

ELEMENT = "Transformer.TRAFO_67"
67        1         0.9 +j      0.7        1.1       0.8129
67        2         0.9 +j      0.7        1.1       0.8129
67        3         0.9 +j      0.7        1.1       0.8129
67        0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL     2.8 +j      2.0        3.4       0.8129
67BT      1        -0.9 +j     -0.7        1.1       0.8140
67BT      2        -0.9 +j     -0.7        1.1       0.8140
67BT      3        -0.9 +j     -0.7        1.1       0.8140
67BT      0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL    -2.8 +j     -2.0        3.4       0.8140

ELEMENT = "Transformer.TRAFO_68"
68        1         0.0 +j      0.0        0.1       0.7697
68        2         0.0 +j      0.0        0.1       0.7697
68        3         0.0 +j      0.0        0.1       0.7697
68        0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL     0.1 +j      0.1        0.2       0.7697
68BT      1        -0.0 +j     -0.0        0.1       0.7698
68BT      2        -0.0 +j     -0.0        0.1       0.7698
68BT      3        -0.0 +j     -0.0        0.1       0.7698
68BT      0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL    -0.1 +j     -0.1        0.2       0.7698

ELEMENT = "Transformer.TRAFO_70"
70        1         0.2 +j      0.2        0.3       0.8138
70        2         0.2 +j      0.2        0.3       0.8138
70        3         0.2 +j      0.2        0.3       0.8138
70        0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL     0.7 +j      0.5        0.9       0.8138
70BT      1        -0.2 +j     -0.2        0.3       0.8140
70BT      2        -0.2 +j     -0.2        0.3       0.8140
70BT      3        -0.2 +j     -0.2        0.3       0.8140
70BT      0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL    -0.7 +j     -0.5        0.9       0.8140

ELEMENT = "Transformer.TRAFO_89"
89        1         0.4 +j      1.0        1.1       0.3298
89        2         0.4 +j      1.0        1.1       0.3298
89        3         0.4 +j      1.0        1.1       0.3298
89        0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL     1.1 +j      3.1        3.3       0.3298
89BT      1        -0.4 +j     -1.0        1.1       0.3304
89BT      2        -0.4 +j     -1.0        1.1       0.3304
89BT      3        -0.4 +j     -1.0        1.1       0.3304
89BT      0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL    -1.1 +j     -3.1        3.3       0.3304

ELEMENT = "Transformer.TRAFO_90"
90        1         0.4 +j      1.0        1.1       0.3298
90        2         0.4 +j      1.0        1.1       0.3298
90        3         0.4 +j      1.0        1.1       0.3298
90        0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL     1.1 +j      3.1        3.3       0.3298
90BT      1        -0.4 +j     -1.0        1.1       0.3304
90BT      2        -0.4 +j     -1.0        1.1       0.3304
90BT      3        -0.4 +j     -1.0        1.1       0.3304
90BT      0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL    -1.1 +j     -3.1        3.3       0.3304

ELEMENT = "Transformer.TRAFO_36"
36        1         3.5 +j      2.5        4.3       0.8125
36        2         3.5 +j      2.5        4.3       0.8125
36        3         3.5 +j      2.5        4.3       0.8125
36        0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL    10.5 +j      7.6       13.0       0.8125
36BT      1        -3.5 +j     -2.5        4.3       0.8140
36BT      2        -3.5 +j     -2.5        4.3       0.8140
36BT      3        -3.5 +j     -2.5        4.3       0.8140
36BT      0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL   -10.5 +j     -7.5       12.9       0.8140

ELEMENT = "Transformer.TRAFO_37"
37        1         3.8 +j     12.2       12.8       0.2940
37        2         3.8 +j     12.2       12.8       0.2940
37        3         3.8 +j     12.2       12.8       0.2940
37        0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL    11.3 +j     36.7       38.4       0.2940
37BT      1        -3.8 +j    -12.2       12.8       0.2948
37BT      2        -3.8 +j    -12.2       12.8       0.2948
37BT      3        -3.8 +j    -12.2       12.8       0.2948
37BT      0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL   -11.3 +j    -36.6       38.3       0.2948

ELEMENT = "Transformer.TRAFO_38"
38        1        17.1 +j     12.3       21.1       0.8114
38        2        17.1 +j     12.3       21.1       0.8114
38        3        17.1 +j     12.3       21.1       0.8114
38        0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL    51.3 +j     37.0       63.2       0.8114
38BT      1       -17.1 +j    -12.2       21.0       0.8140
38BT      2       -17.1 +j    -12.2       21.0       0.8140
38BT      3       -17.1 +j    -12.2       21.0       0.8140
38BT      0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL   -51.3 +j    -36.6       63.0       0.8140

ELEMENT = "Transformer.TRAFO_40"
40        1         1.8 +j      1.3        2.2       0.8176
40        2         1.8 +j      1.3        2.2       0.8176
40        3         1.8 +j      1.3        2.2       0.8176
40        0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL     5.4 +j      3.8        6.6       0.8176
40BT      1        -1.8 +j     -1.3        2.2       0.8197
40BT      2        -1.8 +j     -1.3        2.2       0.8197
40BT      3        -1.8 +j     -1.3        2.2       0.8197
40BT      0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL    -5.4 +j     -3.8        6.6       0.8197

ELEMENT = "Transformer.TRAFO_41"
41        1         0.2 +j      0.1        0.2       0.8022
41        2         0.2 +j      0.1        0.2       0.8022
41        3         0.2 +j      0.1        0.2       0.8022
41        0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL     0.5 +j      0.4        0.6       0.8022
41BT      1        -0.2 +j     -0.1        0.2       0.8024
41BT      2        -0.2 +j     -0.1        0.2       0.8024
41BT      3        -0.2 +j     -0.1        0.2       0.8024
41BT      0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL    -0.5 +j     -0.4        0.6       0.8024

ELEMENT = "Transformer.TRAFO_42"
42        1         0.3 +j      0.2        0.4       0.7798
42        2         0.3 +j      0.2        0.4       0.7798
42        3         0.3 +j      0.2        0.4       0.7798
42        0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL     0.9 +j      0.7        1.1       0.7798
42BT      1        -0.3 +j     -0.2        0.4       0.7801
42BT      2        -0.3 +j     -0.2        0.4       0.7801
42BT      3        -0.3 +j     -0.2        0.4       0.7801
42BT      0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL    -0.9 +j     -0.7        1.1       0.7801

ELEMENT = "Transformer.TRAFO_43"
43        1         1.8 +j      1.3        2.2       0.8096
43        2         1.8 +j      1.3        2.2       0.8096
43        3         1.8 +j      1.3        2.2       0.8096
43        0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL     5.4 +j      3.9        6.7       0.8096
43BT      1        -1.8 +j     -1.3        2.2       0.8117
43BT      2        -1.8 +j     -1.3        2.2       0.8117
43BT      3        -1.8 +j     -1.3        2.2       0.8117
43BT      0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL    -5.4 +j     -3.9        6.6       0.8117

ELEMENT = "Transformer.TRAFO_44"
44        1         1.6 +j      1.2        2.0       0.8121
44        2         1.6 +j      1.2        2.0       0.8121
44        3         1.6 +j      1.2        2.0       0.8121
44        0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL     4.9 +j      3.5        6.0       0.8121
44BT      1        -1.6 +j     -1.2        2.0       0.8140
44BT      2        -1.6 +j     -1.2        2.0       0.8140
44BT      3        -1.6 +j     -1.2        2.0       0.8140
44BT      0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL    -4.9 +j     -3.5        6.0       0.8140

ELEMENT = "Transformer.TRAFO_48"
48        1         0.1 +j      5.0        5.0       0.0280
48        2         0.1 +j      5.0        5.0       0.0280
48        3         0.1 +j      5.0        5.0       0.0280
48        0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL     0.4 +j     14.9       14.9       0.0280
48BT      1        -0.1 +j     -4.9        4.9       0.0278
48BT      2        -0.1 +j     -4.9        4.9       0.0278
48BT      3        -0.1 +j     -4.9        4.9       0.0278
48BT      0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL    -0.4 +j    -14.7       14.7       0.0278

ELEMENT = "Transformer.TRAFO_50"
50        1        84.8 +j     61.4      104.7       0.8098
50        2        84.8 +j     61.4      104.7       0.8098
50        3        84.8 +j     61.4      104.7       0.8098
50        0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL   254.3 +j    184.3      314.0       0.8098
50BT      1       -84.7 +j    -60.5      104.1       0.8140
50BT      2       -84.7 +j    -60.5      104.1       0.8140
50BT      3       -84.7 +j    -60.5      104.1       0.8140
50BT      0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL  -254.2 +j   -181.4      312.2       0.8140

ELEMENT = "Transformer.TRAFO_51"
51        1         2.2 +j      1.6        2.7       0.8113
51        2         2.2 +j      1.6        2.7       0.8113
51        3         2.2 +j      1.6        2.7       0.8113
51        0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL     6.5 +j      4.7        8.1       0.8113
51BT      1        -2.2 +j     -1.6        2.7       0.8140
51BT      2        -2.2 +j     -1.6        2.7       0.8140
51BT      3        -2.2 +j     -1.6        2.7       0.8140
51BT      0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL    -6.5 +j     -4.7        8.0       0.8140

ELEMENT = "Transformer.TRAFO_53"
53        1        15.5 +j     11.1       19.0       0.8121
53        2        15.5 +j     11.1       19.0       0.8121
53        3        15.5 +j     11.1       19.0       0.8121
53        0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL    46.4 +j     33.3       57.1       0.8121
53BT      1       -15.5 +j    -11.0       19.0       0.8146
53BT      2       -15.5 +j    -11.0       19.0       0.8146
53BT      3       -15.5 +j    -11.0       19.0       0.8146
53BT      0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL   -46.4 +j    -33.0       56.9       0.8146

ELEMENT = "Transformer.TRAFO_54"
54        1         4.0 +j      2.9        5.0       0.8114
54        2         4.0 +j      2.9        5.0       0.8114
54        3         4.0 +j      2.9        5.0       0.8114
54        0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL    12.1 +j      8.7       14.9       0.8114
54BT      1        -4.0 +j     -2.8        4.9       0.8164
54BT      2        -4.0 +j     -2.8        4.9       0.8164
54BT      3        -4.0 +j     -2.8        4.9       0.8164
54BT      0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL   -12.1 +j     -8.5       14.8       0.8164

ELEMENT = "Transformer.TRAFO_55"
55        1         0.8 +j      0.6        1.0       0.8130
55        2         0.8 +j      0.6        1.0       0.8130
55        3         0.8 +j      0.6        1.0       0.8130
55        0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL     2.4 +j      1.7        3.0       0.8130
55BT      1        -0.8 +j     -0.6        1.0       0.8140
55BT      2        -0.8 +j     -0.6        1.0       0.8140
55BT      3        -0.8 +j     -0.6        1.0       0.8140
55BT      0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL    -2.4 +j     -1.7        2.9       0.8140

ELEMENT = "Transformer.TRAFO_56"
56        1         0.8 +j      0.6        1.0       0.8130
56        2         0.8 +j      0.6        1.0       0.8130
56        3         0.8 +j      0.6        1.0       0.8130
56        0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL     2.4 +j      1.7        3.0       0.8130
56BT      1        -0.8 +j     -0.6        1.0       0.8140
56BT      2        -0.8 +j     -0.6        1.0       0.8140
56BT      3        -0.8 +j     -0.6        1.0       0.8140
56BT      0         0.0 +j      0.0        0.0       1.0000
