
CIRCUIT ELEMENT POWER FLOW

(Power Flow into element from indicated Bus)
21BT      2        -0.2 +j     -0.1        0.3       0.8300
21BT      3        -0.2 +j     -0.1        0.3       0.8300
21BT      0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL    -0.6 +j     -0.4        0.8       0.8300

ELEMENT = "Transformer.TRAFO_23"
23        1         1.1 +j      0.8        1.4       0.8139
23        2         1.1 +j      0.8        1.4       0.8139
23        3         1.1 +j      0.8        1.4       0.8139
23        0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL     3.4 +j      2.4        4.2       0.8139
23BT      1        -1.1 +j     -0.8        1.4       0.8153
23BT      2        -1.1 +j     -0.8        1.4       0.8153
23BT      3        -1.1 +j     -0.8        1.4       0.8153
23BT      0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL    -3.4 +j     -2.4        4.1       0.8153

ELEMENT = "Transformer.TRAFO_25"
25        1         0.6 +j      0.4        0.7       0.8134
25        2         0.6 +j      0.4        0.7       0.8134
25        3         0.6 +j      0.4        0.7       0.8134
25        0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL     1.7 +j      1.2        2.1       0.8134
25BT      1        -0.6 +j     -0.4        0.7       0.8140
25BT      2        -0.6 +j     -0.4        0.7       0.8140
25BT      3        -0.6 +j     -0.4        0.7       0.8140
25BT      0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL    -1.7 +j     -1.2        2.1       0.8140

ELEMENT = "Transformer.TRAFO_26"
26        1         0.6 +j      0.4        0.7       0.8134
26        2         0.6 +j      0.4        0.7       0.8134
26        3         0.6 +j      0.4        0.7       0.8134
26        0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL     1.7 +j      1.2        2.1       0.8134
26BT      1        -0.6 +j     -0.4        0.7       0.8140
26BT      2        -0.6 +j     -0.4        0.7       0.8140
26BT      3        -0.6 +j     -0.4        0.7       0.8140
26BT      0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL    -1.7 +j     -1.2        2.1       0.8140

ELEMENT = "Transformer.TRAFO_27"
27        1         0.9 +j      0.7        1.1       0.8130
27        2         0.9 +j      0.7        1.1       0.8130
27        3         0.9 +j      0.7        1.1       0.8130
27        0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL     2.7 +j      2.0        3.4       0.8130
27BT      1        -0.9 +j     -0.6        1.1       0.8140
27BT      2        -0.9 +j     -0.6        1.1       0.8140
27BT      3        -0.9 +j     -0.6        1.1       0.8140
27BT      0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL    -2.7 +j     -1.9        3.4       0.8140

ELEMENT = "Transformer.TRAFO_28"
28        1         0.9 +j      0.7        1.1       0.8130
28        2         0.9 +j      0.7        1.1       0.8130
28        3         0.9 +j      0.7        1.1       0.8130
28        0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL     2.7 +j      2.0        3.4       0.8130
28BT      1        -0.9 +j     -0.6        1.1       0.8140
28BT      2        -0.9 +j     -0.6        1.1       0.8140
28BT      3        -0.9 +j     -0.6        1.1       0.8140
28BT      0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL    -2.7 +j     -1.9        3.4       0.8140

ELEMENT = "Transformer.TRAFO_32"
32        1         0.5 +j      0.3        0.6       0.8143
32        2         0.5 +j      0.3        0.6       0.8143
32        3         0.5 +j      0.3        0.6       0.8143
32        0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL     1.4 +j      1.0        1.8       0.8143
32BT      1        -0.5 +j     -0.3        0.6       0.8148
32BT      2        -0.5 +j     -0.3        0.6       0.8148
32BT      3        -0.5 +j     -0.3        0.6       0.8148
32BT      0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL    -1.4 +j     -1.0        1.8       0.8148

ELEMENT = "Transformer.TRAFO_33"
33        1         0.7 +j      0.5        0.8       0.8186
33        2         0.7 +j      0.5        0.8       0.8186
33        3         0.7 +j      0.5        0.8       0.8186
33        0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL     2.0 +j      1.4        2.5       0.8186
33BT      1        -0.7 +j     -0.5        0.8       0.8193
33BT      2        -0.7 +j     -0.5        0.8       0.8193
33BT      3        -0.7 +j     -0.5        0.8       0.8193
33BT      0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL    -2.0 +j     -1.4        2.5       0.8193

ELEMENT = "Transformer.TRAFO_34"
34        1         0.2 +j      0.1        0.2       0.8298
34        2         0.2 +j      0.1        0.2       0.8298
34        3         0.2 +j      0.1        0.2       0.8298
34        0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL     0.6 +j      0.4        0.7       0.8298
34BT      1        -0.2 +j     -0.1        0.2       0.8300
34BT      2        -0.2 +j     -0.1        0.2       0.8300
34BT      3        -0.2 +j     -0.1        0.2       0.8300
34BT      0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL    -0.6 +j     -0.4        0.7       0.8300

ELEMENT = "Transformer.TRAFO_27E"
27E       1         0.9 +j      0.7        1.1       0.8130
27E       2         0.9 +j      0.7        1.1       0.8130
27E       3         0.9 +j      0.7        1.1       0.8130
27E       0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL     2.7 +j      2.0        3.4       0.8130
27EBT     1        -0.9 +j     -0.6        1.1       0.8140
27EBT     2        -0.9 +j     -0.6        1.1       0.8140
27EBT     3        -0.9 +j     -0.6        1.1       0.8140
27EBT     0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL    -2.7 +j     -1.9        3.4       0.8140

ELEMENT = "Transformer.TRAFO_28E"
28E       1         0.9 +j      0.7        1.1       0.8130
28E       2         0.9 +j      0.7        1.1       0.8130
28E       3         0.9 +j      0.7        1.1       0.8130
28E       0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL     2.7 +j      2.0        3.4       0.8130
28EBT     1        -0.9 +j     -0.6        1.1       0.8140
28EBT     2        -0.9 +j     -0.6        1.1       0.8140
28EBT     3        -0.9 +j     -0.6        1.1       0.8140
28EBT     0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL    -2.7 +j     -1.9        3.4       0.8140

ELEMENT = "Transformer.TRAFO_66"
66        1         0.8 +j      0.6        1.0       0.8130
66        2         0.8 +j      0.6        1.0       0.8130
66        3         0.8 +j      0.6        1.0       0.8130
66        0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL     2.5 +j      1.8        3.1       0.8130
66BT      1        -0.8 +j     -0.6        1.0       0.8140
66BT      2        -0.8 +j     -0.6        1.0       0.8140
66BT      3        -0.8 +j     -0.6        1.0       0.8140
66BT      0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL    -2.5 +j     -1.8        3.1       0.8140

ELEMENT = "Transformer.TRAFO_67"
67        1         0.8 +j      0.6        1.0       0.8130
67        2         0.8 +j      0.6        1.0       0.8130
67        3         0.8 +j      0.6        1.0       0.8130
67        0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL     2.5 +j      1.8        3.1       0.8130
67BT      1        -0.8 +j     -0.6        1.0       0.8140
67BT      2        -0.8 +j     -0.6        1.0       0.8140
67BT      3        -0.8 +j     -0.6        1.0       0.8140
67BT      0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL    -2.5 +j     -1.8        3.1       0.8140

ELEMENT = "Transformer.TRAFO_68"
68        1         0.0 +j      0.0        0.1       0.7697
68        2         0.0 +j      0.0        0.1       0.7697
68        3         0.0 +j      0.0        0.1       0.7697
68        0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL     0.1 +j      0.1        0.2       0.7697
68BT      1        -0.0 +j     -0.0        0.1       0.7698
68BT      2        -0.0 +j     -0.0        0.1       0.7698
68BT      3        -0.0 +j     -0.0        0.1       0.7698
68BT      0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL    -0.1 +j     -0.1        0.2       0.7698

ELEMENT = "Transformer.TRAFO_70"
70        1         0.2 +j      0.1        0.3       0.8138
70        2         0.2 +j      0.1        0.3       0.8138
70        3         0.2 +j      0.1        0.3       0.8138
70        0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL     0.6 +j      0.4        0.8       0.8138
70BT      1        -0.2 +j     -0.1        0.3       0.8140
70BT      2        -0.2 +j     -0.1        0.3       0.8140
70BT      3        -0.2 +j     -0.1        0.3       0.8140
70BT      0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL    -0.6 +j     -0.4        0.8       0.8140

ELEMENT = "Transformer.TRAFO_89"
89        1         0.3 +j      0.9        1.0       0.3299
89        2         0.3 +j      0.9        1.0       0.3299
89        3         0.3 +j      0.9        1.0       0.3299
89        0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL     1.0 +j      2.8        2.9       0.3299
89BT      1        -0.3 +j     -0.9        1.0       0.3304
89BT      2        -0.3 +j     -0.9        1.0       0.3304
89BT      3        -0.3 +j     -0.9        1.0       0.3304
89BT      0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL    -1.0 +j     -2.8        2.9       0.3304

ELEMENT = "Transformer.TRAFO_90"
90        1         0.3 +j      0.9        1.0       0.3299
90        2         0.3 +j      0.9        1.0       0.3299
90        3         0.3 +j      0.9        1.0       0.3299
90        0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL     1.0 +j      2.8        2.9       0.3299
90BT      1        -0.3 +j     -0.9        1.0       0.3304
90BT      2        -0.3 +j     -0.9        1.0       0.3304
90BT      3        -0.3 +j     -0.9        1.0       0.3304
90BT      0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL    -1.0 +j     -2.8        2.9       0.3304

ELEMENT = "Transformer.TRAFO_36"
36        1         3.2 +j      2.3        3.9       0.8126
36        2         3.2 +j      2.3        3.9       0.8126
36        3         3.2 +j      2.3        3.9       0.8126
36        0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL     9.5 +j      6.8       11.7       0.8126
36BT      1        -3.2 +j     -2.3        3.9       0.8140
36BT      2        -3.2 +j     -2.3        3.9       0.8140
36BT      3        -3.2 +j     -2.3        3.9       0.8140
36BT      0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL    -9.5 +j     -6.8       11.7       0.8140

ELEMENT = "Transformer.TRAFO_37"
37        1         3.4 +j     11.0       11.5       0.2941
37        2         3.4 +j     11.0       11.5       0.2941
37        3         3.4 +j     11.0       11.5       0.2941
37        0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL    10.2 +j     33.0       34.6       0.2941
37BT      1        -3.4 +j    -11.0       11.5       0.2948
37BT      2        -3.4 +j    -11.0       11.5       0.2948
37BT      3        -3.4 +j    -11.0       11.5       0.2948
37BT      0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL   -10.2 +j    -32.9       34.5       0.2948

ELEMENT = "Transformer.TRAFO_38"
38        1        15.4 +j     11.1       19.0       0.8117
38        2        15.4 +j     11.1       19.0       0.8117
38        3        15.4 +j     11.1       19.0       0.8117
38        0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL    46.2 +j     33.2       56.9       0.8117
38BT      1       -15.4 +j    -11.0       18.9       0.8140
38BT      2       -15.4 +j    -11.0       18.9       0.8140
38BT      3       -15.4 +j    -11.0       18.9       0.8140
38BT      0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL   -46.2 +j    -32.9       56.7       0.8140

ELEMENT = "Transformer.TRAFO_40"
40        1         1.6 +j      1.1        2.0       0.8179
40        2         1.6 +j      1.1        2.0       0.8179
40        3         1.6 +j      1.1        2.0       0.8179
40        0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL     4.9 +j      3.4        5.9       0.8179
40BT      1        -1.6 +j     -1.1        2.0       0.8197
40BT      2        -1.6 +j     -1.1        2.0       0.8197
40BT      3        -1.6 +j     -1.1        2.0       0.8197
40BT      0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL    -4.9 +j     -3.4        5.9       0.8197

ELEMENT = "Transformer.TRAFO_41"
41        1         0.1 +j      0.1        0.2       0.8022
41        2         0.1 +j      0.1        0.2       0.8022
41        3         0.1 +j      0.1        0.2       0.8022
41        0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL     0.4 +j      0.3        0.5       0.8022
41BT      1        -0.1 +j     -0.1        0.2       0.8024
41BT      2        -0.1 +j     -0.1        0.2       0.8024
41BT      3        -0.1 +j     -0.1        0.2       0.8024
41BT      0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL    -0.4 +j     -0.3        0.5       0.8024

ELEMENT = "Transformer.TRAFO_42"
42        1         0.3 +j      0.2        0.3       0.7798
42        2         0.3 +j      0.2        0.3       0.7798
42        3         0.3 +j      0.2        0.3       0.7798
42        0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL     0.8 +j      0.6        1.0       0.7798
42BT      1        -0.3 +j     -0.2        0.3       0.7801
42BT      2        -0.3 +j     -0.2        0.3       0.7801
42BT      3        -0.3 +j     -0.2        0.3       0.7801
42BT      0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL    -0.8 +j     -0.6        1.0       0.7801

ELEMENT = "Transformer.TRAFO_43"
43        1         1.6 +j      1.2        2.0       0.8099
43        2         1.6 +j      1.2        2.0       0.8099
43        3         1.6 +j      1.2        2.0       0.8099
43        0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL     4.8 +j      3.5        6.0       0.8099
43BT      1        -1.6 +j     -1.2        2.0       0.8117
43BT      2        -1.6 +j     -1.2        2.0       0.8117
43BT      3        -1.6 +j     -1.2        2.0       0.8117
43BT      0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL    -4.8 +j     -3.5        6.0       0.8117

ELEMENT = "Transformer.TRAFO_44"
44        1         1.5 +j      1.1        1.8       0.8123
44        2         1.5 +j      1.1        1.8       0.8123
44        3         1.5 +j      1.1        1.8       0.8123
44        0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL     4.4 +j      3.2        5.4       0.8123
44BT      1        -1.5 +j     -1.0        1.8       0.8140
44BT      2        -1.5 +j     -1.0        1.8       0.8140
44BT      3        -1.5 +j     -1.0        1.8       0.8140
44BT      0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL    -4.4 +j     -3.1        5.4       0.8140

ELEMENT = "Transformer.TRAFO_48"
48        1         0.1 +j      4.5        4.5       0.0280
48        2         0.1 +j      4.5        4.5       0.0280
48        3         0.1 +j      4.5        4.5       0.0280
48        0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL     0.4 +j     13.4       13.4       0.0280
48BT      1        -0.1 +j     -4.4        4.4       0.0278
48BT      2        -0.1 +j     -4.4        4.4       0.0278
48BT      3        -0.1 +j     -4.4        4.4       0.0278
48BT      0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL    -0.4 +j    -13.3       13.3       0.0278

ELEMENT = "Transformer.TRAFO_50"
50        1        76.3 +j     55.2       94.2       0.8102
50        2        76.3 +j     55.2       94.2       0.8102
50        3        76.3 +j     55.2       94.2       0.8102
50        0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL   228.9 +j    165.6      282.5       0.8102
50BT      1       -76.2 +j    -54.4       93.7       0.8140
50BT      2       -76.2 +j    -54.4       93.7       0.8140
50BT      3       -76.2 +j    -54.4       93.7       0.8140
50BT      0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL  -228.7 +j   -163.2      281.0       0.8140

ELEMENT = "Transformer.TRAFO_51"
51        1         2.0 +j      1.4        2.4       0.8116
51        2         2.0 +j      1.4        2.4       0.8116
51        3         2.0 +j      1.4        2.4       0.8116
51        0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL     5.9 +j      4.2        7.3       0.8116
51BT      1        -2.0 +j     -1.4        2.4       0.8140
51BT      2        -2.0 +j     -1.4        2.4       0.8140
51BT      3        -2.0 +j     -1.4        2.4       0.8140
51BT      0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL    -5.9 +j     -4.2        7.2       0.8140

ELEMENT = "Transformer.TRAFO_53"
53        1        13.9 +j     10.0       17.1       0.8123
53        2        13.9 +j     10.0       17.1       0.8123
53        3        13.9 +j     10.0       17.1       0.8123
53        0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL    41.8 +j     30.0       51.4       0.8123
53BT      1       -13.9 +j     -9.9       17.1       0.8146
53BT      2       -13.9 +j     -9.9       17.1       0.8146
53BT      3       -13.9 +j     -9.9       17.1       0.8146
53BT      0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL   -41.7 +j    -29.7       51.2       0.8146

ELEMENT = "Transformer.TRAFO_54"
54        1         3.6 +j      2.6        4.5       0.8120
54        2         3.6 +j      2.6        4.5       0.8120
54        3         3.6 +j      2.6        4.5       0.8120
54        0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL    10.9 +j      7.8       13.4       0.8120
54BT      1        -3.6 +j     -2.6        4.4       0.8164
54BT      2        -3.6 +j     -2.6        4.4       0.8164
54BT      3        -3.6 +j     -2.6        4.4       0.8164
54BT      0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL   -10.9 +j     -7.7       13.3       0.8164

ELEMENT = "Transformer.TRAFO_55"
55        1         0.7 +j      0.5        0.9       0.8131
55        2         0.7 +j      0.5        0.9       0.8131
55        3         0.7 +j      0.5        0.9       0.8131
55        0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL     2.2 +j      1.5        2.7       0.8131
55BT      1        -0.7 +j     -0.5        0.9       0.8140
55BT      2        -0.7 +j     -0.5        0.9       0.8140
55BT      3        -0.7 +j     -0.5        0.9       0.8140
55BT      0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL    -2.2 +j     -1.5        2.7       0.8140

ELEMENT = "Transformer.TRAFO_56"
56        1         0.7 +j      0.5        0.9       0.8131
56        2         0.7 +j      0.5        0.9       0.8131
56        3         0.7 +j      0.5        0.9       0.8131
56        0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL     2.2 +j      1.5        2.7       0.8131
56BT      1        -0.7 +j     -0.5        0.9       0.8140
56BT      2        -0.7 +j     -0.5        0.9       0.8140
56BT      3        -0.7 +j     -0.5        0.9       0.8140
56BT      0         0.0 +j      0.0        0.0       1.0000
